,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
0,2020-02,Alabama,29633.0,604.0,24590.0,12531.0,1225.0,1217,0.0,45.0,23.0,3.0,3659.0,1733.0,18.0,0.0,0.0,0.0,0.0,0.0,32.0,17.0,3.0,0.0,3.0,0.0,75336
1,2020-02,Alaska,139.0,10.0,2560.0,1839.0,311.0,203,0.0,0.0,0.0,1.0,215.0,119.0,2.0,30.0,24.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,5466
2,2020-02,Arizona,6138.0,741.0,16839.0,8006.0,1424.0,1392,0.0,20.0,4.0,0.0,1683.0,722.0,6.0,87.0,19.0,0.0,0.0,0.0,9.0,7.0,2.0,1.0,0.0,0.0,37100
3,2020-02,Arkansas,2994.0,731.0,8112.0,5453.0,363.0,542,4.0,15.0,20.0,1.0,1497.0,1680.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,4.0,0.0,0.0,0.0,21445
4,2020-02,California,32002.0,0.0,35570.0,22645.0,4221.0,0,0.0,0.0,0.0,0.0,557.0,417.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95430
5,2020-02,Colorado,6336.0,0.0,19931.0,11285.0,1505.0,1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40549
6,2020-02,Connecticut,5679.0,396.0,5341.0,1961.0,3468.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16851
7,2020-02,Delaware,413.0,0.0,2103.0,1386.0,130.0,78,0.0,0.0,0.0,0.0,17.0,7.0,0.0,85.0,0.0,0.0,0.0,0.0,73.0,23.0,3.0,2.0,1.0,0.0,4321
8,2020-02,District of Columbia,403.0,0.0,97.0,4.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551
9,2020-02,Florida,21258.0,0.0,59653.0,20306.0,3748.0,2710,1.0,19.0,14.0,2.0,5359.0,1646.0,9.0,917.0,85.0,4.0,0.0,0.0,281.0,113.0,25.0,45.0,43.0,0.0,116238
10,2020-02,Georgia,21221.0,1.0,19173.0,8207.0,752.0,858,0.0,37.0,25.0,3.0,2476.0,1463.0,3.0,1.0,0.0,0.0,0.0,0.0,18.0,11.0,1.0,0.0,0.0,0.0,54250
11,2020-02,Guam,0.0,0.0,161.0,67.0,10.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245
12,2020-02,Hawaii,1263.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264
13,2020-02,Idaho,6945.0,2.0,5286.0,4371.0,420.0,364,0.0,6.0,5.0,2.0,477.0,537.0,1.0,37.0,7.0,2.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,18476
14,2020-02,Illinois,13769.0,572881.0,22743.0,9761.0,0.0,913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620067
15,2020-02,Indiana,564.0,40958.0,25949.0,12739.0,1974.0,1083,30.0,13.0,8.0,0.0,921.0,630.0,26.0,82.0,2.0,0.0,0.0,0.0,52.0,49.0,25.0,0.0,2.0,0.0,85107
16,2020-02,Iowa,7512.0,10604.0,220.0,2419.0,48.0,7,0.0,0.0,0.0,0.0,1.0,40.0,0.0,29.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20889
17,2020-02,Kansas,1588.0,2.0,7905.0,5610.0,653.0,504,0.0,10.0,3.0,1.0,780.0,387.0,8.0,50.0,11.0,2.0,0.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,17535
18,2020-02,Kentucky,1993.0,365823.0,15294.0,8763.0,668.0,1096,1.0,34.0,32.0,0.0,2602.0,1856.0,4.0,8.0,8.0,0.0,0.0,0.0,37.0,24.0,3.0,0.0,1.0,0.0,398247
19,2020-02,Louisiana,1875.0,164.0,12303.0,6564.0,734.0,670,1.0,17.0,14.0,0.0,1406.0,910.0,5.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,0.0,0.0,0.0,24696
20,2020-02,Maine,403.0,2.0,3920.0,2871.0,339.0,216,3.0,0.0,0.0,0.0,94.0,86.0,2.0,15.0,6.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,7966
21,2020-02,Mariana Islands,0.0,0.0,12.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
22,2020-02,Maryland,4323.0,16.0,4472.0,5622.0,140.0,30,0.0,2.0,1.0,1.0,105.0,155.0,1.0,71.0,26.0,2.0,0.0,0.0,0.0,35.0,1.0,0.0,1.0,1.0,15005
23,2020-02,Massachusetts,9173.0,0.0,5745.0,2711.0,538.0,238,8.0,1.0,0.0,0.0,8.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,50.0,27.0,11.0,2.0,0.0,0.0,18525
24,2020-02,Michigan,17941.0,4223.0,14668.0,9092.0,901.0,324,0.0,0.0,8.0,1.0,5.0,276.0,3.0,70.0,21.0,0.0,0.0,0.0,11.0,11.0,1.0,1.0,0.0,0.0,47557
25,2020-02,Minnesota,12130.0,26753.0,11142.0,9395.0,990.0,496,0.0,9.0,3.0,0.0,265.0,325.0,1.0,61.0,3.0,11.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,61603
26,2020-02,Mississippi,2378.0,0.0,11638.0,6114.0,407.0,585,0.0,44.0,16.0,1.0,2182.0,1374.0,9.0,21.0,2.0,0.0,0.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,24788
27,2020-02,Missouri,3922.0,0.0,23420.0,14384.0,1965.0,1416,0.0,11.0,15.0,1.0,1964.0,1214.0,11.0,247.0,25.0,4.0,0.0,0.0,54.0,38.0,7.0,4.0,2.0,1.0,48705
28,2020-02,Montana,1968.0,0.0,3343.0,3196.0,293.0,319,8.0,9.0,8.0,0.0,511.0,747.0,1.0,23.0,7.0,2.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,10448
29,2020-02,Nebraska,4458.0,88.0,177.0,1764.0,36.0,7,0.0,0.0,0.0,0.0,7.0,59.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6616
30,2020-02,Nevada,2633.0,0.0,6215.0,2706.0,376.0,342,0.0,0.0,0.0,0.0,400.0,125.0,1.0,1.0,0.0,0.0,0.0,0.0,161.0,105.0,4.0,0.0,0.0,0.0,13069
31,2020-02,New Hampshire,1415.0,6.0,6031.0,2740.0,241.0,1,13.0,0.0,17.0,0.0,0.0,16.0,0.0,54.0,11.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10549
32,2020-02,New Jersey,0.0,0.0,4603.0,3580.0,224.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,64.0,3.0,1.0,0.0,1.0,8548
33,2020-02,New Mexico,634.0,0.0,7615.0,4152.0,633.0,543,0.0,15.0,12.0,0.0,653.0,662.0,2.0,55.0,0.0,0.0,0.0,0.0,67.0,29.0,1.0,2.0,0.0,1.0,15076
34,2020-02,New York,3493.0,2136.0,9861.0,13360.0,2002.0,258,0.0,0.0,1.0,1.0,67.0,36.0,5.0,26.0,66.0,0.0,0.0,8.0,266.0,248.0,18.0,6.0,5.0,0.0,31863
35,2020-02,North Carolina,29736.0,39.0,1984.0,13177.0,1191.0,370,0.0,16.0,25.0,4.0,2822.0,2119.0,16.0,579.0,124.0,11.0,11.0,10.0,5.0,11.0,0.0,1.0,1.0,0.0,52252
36,2020-02,North Dakota,396.0,10.0,2122.0,2471.0,166.0,105,9.0,1.0,2.0,0.0,82.0,112.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5498
37,2020-02,Ohio,12123.0,113.0,29360.0,14843.0,2448.0,1558,1.0,21.0,13.0,0.0,1654.0,783.0,5.0,98.0,32.0,2.0,0.0,0.0,73.0,28.0,0.0,0.0,1.0,0.0,63156
38,2020-02,Oklahoma,2799.0,9.0,16480.0,8203.0,1300.0,1295,4.0,31.0,27.0,3.0,2428.0,1745.0,7.0,9.0,0.0,0.0,0.0,0.0,31.0,27.0,10.0,0.0,0.0,0.0,34408
39,2020-02,Oregon,5387.0,683.0,16784.0,10360.0,0.0,4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33430
40,2020-02,Pennsylvania,23294.0,0.0,53384.0,15473.0,53.0,0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,123.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93240
41,2020-02,Puerto Rico,0.0,0.0,1540.0,126.0,45.0,16,0.0,0.0,0.0,1.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,13.0,0.0,3.0,0.0,0.0,1819
42,2020-02,Rhode Island,0.0,0.0,1307.0,723.0,108.0,212,0.0,0.0,0.0,0.0,1.0,3.0,0.0,108.0,82.0,34.0,0.0,0.0,10.0,5.0,0.0,3.0,1.0,0.0,2597
43,2020-02,South Carolina,11212.0,258.0,14700.0,6120.0,865.0,582,0.0,15.0,8.0,3.0,1434.0,644.0,6.0,172.0,12.0,0.0,0.0,0.0,33.0,18.0,3.0,0.0,0.0,0.0,36085
44,2020-02,South Dakota,534.0,2.0,3359.0,3195.0,246.0,223,0.0,1.0,1.0,1.0,181.0,206.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,1.0,7962
45,2020-02,Tennessee,8152.0,74.0,32364.0,15464.0,1688.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,115.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57867
46,2020-02,Texas,31375.0,0.0,60512.0,29259.0,3956.0,3663,0.0,125.0,53.0,3.0,9072.0,4664.0,43.0,74.0,5.0,0.0,0.0,0.0,72.0,43.0,9.0,0.0,0.0,0.0,142928
47,2020-02,Utah,14928.0,59249.0,4153.0,3460.0,378.0,0,0.0,4.0,6.0,0.0,330.0,370.0,0.0,169.0,35.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83113
48,2020-02,Vermont,0.0,0.0,1870.0,1514.0,157.0,79,3.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,3642
49,2020-02,Virgin Islands,35.0,0.0,33.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
50,2020-02,Virginia,686.0,589.0,36608.0,20509.0,8746.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67257
51,2020-02,Washington,13676.0,470.0,18044.0,9505.0,4021.0,51,8.0,1.0,93.0,5.0,379.0,887.0,27.0,468.0,108.0,12.0,0.0,0.0,287.0,282.0,91.0,1.0,2.0,0.0,48418
52,2020-02,West Virginia,2400.0,144.0,8200.0,6163.0,462.0,813,1.0,17.0,12.0,1.0,1349.0,1348.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,10.0,1.0,1.0,0.0,0.0,20942
53,2020-02,Wisconsin,10071.0,556.0,17509.0,11891.0,1148.0,75,0.0,0.0,0.0,9.0,192.0,235.0,8.0,76.0,22.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,41799
54,2020-02,Wyoming,502.0,18.0,2322.0,1975.0,170.0,154,0.0,3.0,1.0,0.0,163.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,5500
55,2020-01,Alabama,37140.0,510.0,22478.0,12598.0,1313.0,1010,0.0,43.0,17.0,5.0,2706.0,1417.0,16.0,0.0,0.0,0.0,0.0,0.0,43.0,31.0,3.0,1.0,1.0,0.0,79332
56,2020-01,Alaska,223.0,7.0,2151.0,1529.0,312.0,142,0.0,1.0,1.0,0.0,140.0,95.0,2.0,48.0,40.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,4706
57,2020-01,Arizona,5727.0,808.0,15126.0,7087.0,1475.0,1022,0.0,12.0,4.0,1.0,1300.0,521.0,5.0,99.0,8.0,1.0,0.0,0.0,16.0,10.0,2.0,0.0,0.0,0.0,33224
58,2020-01,Arkansas,3094.0,790.0,6621.0,5524.0,435.0,368,8.0,14.0,3.0,0.0,1072.0,1153.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,1.0,1.0,1.0,1.0,19126
59,2020-01,California,34694.0,0.0,34884.0,22057.0,4131.0,0,0.0,0.0,0.0,0.0,451.0,338.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96567
60,2020-01,Colorado,7802.0,0.0,19614.0,11451.0,1757.0,1141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,54.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42133
61,2020-01,Connecticut,6570.0,412.0,5820.0,2187.0,694.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15695
62,2020-01,Delaware,459.0,0.0,2096.0,1524.0,143.0,68,0.0,3.0,2.0,0.0,20.0,11.0,0.0,44.0,0.0,0.0,0.0,0.0,74.0,31.0,6.0,0.0,1.0,0.0,4482
63,2020-01,District of Columbia,511.0,0.0,124.0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666
64,2020-01,Florida,21461.0,0.0,54985.0,19973.0,3957.0,2488,0.0,23.0,11.0,0.0,4203.0,1221.0,6.0,1014.0,94.0,9.0,0.0,0.0,272.0,151.0,41.0,57.0,52.0,1.0,110019
65,2020-01,Georgia,25933.0,0.0,14422.0,7886.0,797.0,549,0.0,22.0,18.0,1.0,1814.0,1081.0,8.0,6.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,1.0,0.0,0.0,52557
66,2020-01,Guam,0.0,0.0,155.0,56.0,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229
67,2020-01,Hawaii,1181.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182
68,2020-01,Idaho,7050.0,13.0,4359.0,3607.0,496.0,213,0.0,8.0,3.0,1.0,373.0,363.0,1.0,36.0,6.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,16541
69,2020-01,Illinois,17551.0,561765.0,22567.0,9588.0,0.0,940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612411
70,2020-01,Indiana,846.0,40148.0,22340.0,12461.0,2166.0,890,17.0,6.0,10.0,1.0,715.0,402.0,29.0,31.0,0.0,0.0,0.0,0.0,80.0,57.0,76.0,1.0,6.0,1.0,80283
71,2020-01,Iowa,7776.0,12451.0,198.0,2030.0,50.0,4,2.0,0.0,1.0,0.0,2.0,41.0,0.0,34.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22600
72,2020-01,Kansas,1658.0,11.0,6624.0,5196.0,702.0,365,0.0,7.0,2.0,3.0,621.0,308.0,9.0,43.0,10.0,0.0,0.0,0.0,11.0,7.0,0.0,1.0,0.0,0.0,15578
73,2020-01,Kentucky,2314.0,340741.0,12022.0,7558.0,704.0,655,0.0,27.0,22.0,1.0,1853.0,1321.0,3.0,8.0,8.0,0.0,0.0,0.0,30.0,28.0,3.0,1.0,1.0,1.0,367301
74,2020-01,Louisiana,1988.0,245.0,10706.0,7687.0,798.0,502,0.0,12.0,17.0,2.0,1030.0,653.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,2.0,0.0,1.0,0.0,23686
75,2020-01,Maine,464.0,6.0,3534.0,2661.0,351.0,179,6.0,1.0,1.0,0.0,75.0,79.0,0.0,24.0,8.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,7400
76,2020-01,Mariana Islands,0.0,0.0,18.0,6.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
77,2020-01,Maryland,3985.0,10.0,4283.0,5213.0,118.0,14,0.0,5.0,3.0,0.0,68.0,119.0,2.0,77.0,28.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,1.0,0.0,13961
78,2020-01,Massachusetts,9289.0,0.0,5182.0,2833.0,628.0,191,9.0,0.0,0.0,1.0,10.0,13.0,3.0,0.0,2.0,0.0,0.0,0.0,33.0,28.0,9.0,3.0,0.0,1.0,18235
79,2020-01,Michigan,20493.0,5055.0,11806.0,8250.0,941.0,225,0.0,0.0,4.0,0.0,7.0,179.0,4.0,102.0,36.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,47110
80,2020-01,Minnesota,11108.0,26463.0,9445.0,7565.0,974.0,445,0.0,4.0,4.0,0.0,243.0,214.0,4.0,60.0,11.0,1.0,0.0,0.0,13.0,4.0,3.0,0.0,0.0,0.0,56561
81,2020-01,Mississippi,2223.0,0.0,8790.0,5922.0,445.0,356,0.0,26.0,15.0,1.0,1573.0,1023.0,10.0,14.0,2.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,1.0,0.0,20420
82,2020-01,Missouri,4059.0,0.0,20436.0,13149.0,2065.0,1099,0.0,22.0,5.0,0.0,1470.0,838.0,12.0,251.0,54.0,4.0,0.0,0.0,68.0,47.0,11.0,3.0,3.0,0.0,43596
83,2020-01,Montana,2011.0,0.0,2884.0,3010.0,271.0,224,13.0,4.0,10.0,0.0,437.0,595.0,1.0,24.0,2.0,4.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,9499
84,2020-01,Nebraska,4794.0,75.0,110.0,1923.0,35.0,3,0.0,0.0,1.0,0.0,6.0,38.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7021
85,2020-01,Nevada,2177.0,0.0,5250.0,2413.0,356.0,278,0.0,0.0,0.0,0.0,295.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,56.0,4.0,0.0,0.0,0.0,11074
86,2020-01,New Hampshire,1576.0,5.0,5771.0,2913.0,341.0,0,47.0,0.0,26.0,0.0,0.0,10.0,2.0,132.0,29.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10856
87,2020-01,New Jersey,0.0,0.0,4349.0,3639.0,205.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,53.0,2.0,3.0,0.0,0.0,8313
88,2020-01,New Mexico,529.0,0.0,6783.0,3648.0,573.0,480,0.0,22.0,10.0,1.0,484.0,457.0,1.0,33.0,0.0,0.0,0.0,0.0,46.0,20.0,4.0,3.0,1.0,0.0,13095
89,2020-01,New York,4095.0,2250.0,10227.0,12610.0,2058.0,224,0.0,1.0,0.0,1.0,45.0,47.0,9.0,27.0,99.0,2.0,1.0,2.0,332.0,323.0,22.0,6.0,7.0,2.0,32390
90,2020-01,North Carolina,33070.0,68.0,1836.0,12908.0,1316.0,248,0.0,23.0,13.0,2.0,2113.0,1492.0,9.0,559.0,120.0,10.0,7.0,4.0,8.0,10.0,1.0,1.0,1.0,0.0,53819
91,2020-01,North Dakota,370.0,19.0,1771.0,2258.0,158.0,90,10.0,0.0,1.0,0.0,81.0,98.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,4866
92,2020-01,Ohio,13211.0,243.0,24218.0,13069.0,2066.0,999,0.0,11.0,6.0,0.0,1187.0,540.0,10.0,127.0,30.0,5.0,0.0,0.0,37.0,19.0,5.0,1.0,0.0,0.0,55784
93,2020-01,Oklahoma,2814.0,40.0,14939.0,8277.0,1346.0,947,6.0,16.0,11.0,3.0,2066.0,1321.0,9.0,3.0,0.0,0.0,0.0,0.0,52.0,47.0,9.0,2.0,0.0,0.0,31908
94,2020-01,Oregon,6271.0,751.0,15332.0,9167.0,0.0,5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31752
95,2020-01,Pennsylvania,27221.0,0.0,46160.0,13636.0,70.0,0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88224
96,2020-01,Puerto Rico,0.0,0.0,1559.0,139.0,75.0,41,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,0.0,0.0,0.0,1.0,1911
97,2020-01,Rhode Island,0.0,0.0,1279.0,844.0,118.0,215,0.0,0.0,0.0,0.0,6.0,2.0,0.0,117.0,71.0,21.0,0.0,0.0,17.0,7.0,2.0,1.0,1.0,0.0,2701
98,2020-01,South Carolina,9740.0,192.0,11488.0,5795.0,969.0,438,1.0,11.0,4.0,1.0,961.0,533.0,1.0,168.0,17.0,1.0,0.0,0.0,23.0,19.0,2.0,1.0,0.0,0.0,30365
99,2020-01,South Dakota,634.0,8.0,2782.0,2897.0,214.0,158,0.0,0.0,1.0,1.0,138.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,0.0,1.0,0.0,7002
100,2020-01,Tennessee,7872.0,156.0,28938.0,14788.0,1507.0,0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,114.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53382
101,2020-01,Texas,29676.0,0.0,53796.0,29103.0,4092.0,2392,18.0,81.0,38.0,8.0,6390.0,3278.0,53.0,92.0,4.0,0.0,0.0,0.0,81.0,58.0,14.0,1.0,1.0,0.0,129176
102,2020-01,Utah,11152.0,62000.0,3552.0,2959.0,387.0,0,0.0,5.0,10.0,0.0,253.0,245.0,3.0,196.0,62.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80856
103,2020-01,Vermont,0.0,0.0,1500.0,1278.0,159.0,95,3.0,0.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3052
104,2020-01,Virgin Islands,113.0,0.0,33.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149
105,2020-01,Virginia,360.0,361.0,36391.0,21424.0,9713.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68420
106,2020-01,Washington,15767.0,429.0,18390.0,8842.0,3813.0,51,24.0,1.0,93.0,13.0,373.0,666.0,24.0,528.0,114.0,14.0,0.0,0.0,271.0,208.0,84.0,1.0,7.0,1.0,49714
107,2020-01,West Virginia,2697.0,135.0,6543.0,5664.0,422.0,432,1.0,11.0,8.0,0.0,1101.0,919.0,2.0,24.0,0.0,1.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,0.0,17974
108,2020-01,Wisconsin,11587.0,731.0,14521.0,9835.0,1168.0,49,0.0,0.0,1.0,4.0,137.0,152.0,10.0,99.0,40.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,38349
109,2020-01,Wyoming,550.0,1.0,2135.0,1656.0,185.0,107,1.0,0.0,2.0,1.0,135.0,124.0,4.0,0.0,0.0,0.0,0.0,0.0,68.0,13.0,0.0,0.0,2.0,0.0,4984
110,2019-12,Alabama,33683.0,485.0,33020.0,25882.0,1560.0,1382,0.0,42.0,27.0,2.0,2538.0,1373.0,7.0,0.0,0.0,0.0,0.0,0.0,53.0,31.0,8.0,1.0,6.0,0.0,100100
111,2019-12,Alaska,386.0,13.0,3455.0,3080.0,397.0,215,0.0,2.0,0.0,0.0,112.0,99.0,2.0,29.0,18.0,0.0,0.0,0.0,18.0,13.0,1.0,0.0,0.0,0.0,7840
112,2019-12,Arizona,4536.0,649.0,18178.0,10423.0,1560.0,1109,0.0,8.0,4.0,0.0,1105.0,447.0,3.0,106.0,13.0,2.0,0.0,0.0,20.0,6.0,2.0,0.0,0.0,0.0,38171
113,2019-12,Arkansas,2339.0,638.0,8671.0,10957.0,531.0,458,3.0,10.0,10.0,0.0,995.0,1053.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,3.0,0.0,1.0,0.0,25699
114,2019-12,California,29544.0,0.0,40637.0,30780.0,4883.0,0,0.0,0.0,0.0,0.0,420.0,334.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106600
115,2019-12,Colorado,4867.0,0.0,22531.0,16681.0,1762.0,1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47496
116,2019-12,Connecticut,4329.0,384.0,5655.0,2215.0,706.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13289
117,2019-12,Delaware,153.0,0.0,2075.0,2301.0,120.0,94,0.0,0.0,2.0,0.0,11.0,8.0,0.0,47.0,0.0,0.0,0.0,0.0,78.0,30.0,1.0,0.0,0.0,0.0,4920
118,2019-12,District of Columbia,623.0,0.0,101.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755
119,2019-12,Florida,15238.0,0.0,67435.0,31580.0,4458.0,3150,0.0,36.0,19.0,0.0,3969.0,1204.0,12.0,940.0,95.0,25.0,0.0,0.0,292.0,172.0,39.0,68.0,57.0,0.0,128789
120,2019-12,Georgia,19493.0,0.0,21514.0,17664.0,880.0,807,0.0,21.0,21.0,4.0,1629.0,1055.0,8.0,38.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,1.0,2.0,0.0,63154
121,2019-12,Guam,0.0,0.0,180.0,86.0,18.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294
